Time [s],Channel 0
2025-04-05T16:23:11.073532000+00:00,1
2025-04-05T16:23:11.309695833+00:00,0
2025-04-05T16:23:11.313210250+00:00,1
2025-04-05T16:23:11.314923625+00:00,0
2025-04-05T16:23:11.315386750+00:00,1
2025-04-05T16:23:11.315794333+00:00,0
2025-04-05T16:23:11.316255792+00:00,1
2025-04-05T16:23:11.316662042+00:00,0
2025-04-05T16:23:11.317124542+00:00,1
2025-04-05T16:23:11.318401708+00:00,0
2025-04-05T16:23:11.318865292+00:00,1
2025-04-05T16:23:11.320142667+00:00,0
2025-04-05T16:23:11.320606875+00:00,1
2025-04-05T16:23:11.321013542+00:00,0
2025-04-05T16:23:11.321475417+00:00,1
2025-04-05T16:23:11.322752125+00:00,0
2025-04-05T16:23:11.323216708+00:00,1
2025-04-05T16:23:11.323621542+00:00,0
2025-04-05T16:23:11.324085292+00:00,1
2025-04-05T16:23:11.324491333+00:00,0
2025-04-05T16:23:11.324952875+00:00,1
2025-04-05T16:23:11.325358833+00:00,0
2025-04-05T16:23:11.325821583+00:00,1
2025-04-05T16:23:11.327099625+00:00,0
2025-04-05T16:23:11.327562458+00:00,1
2025-04-05T16:23:11.327968667+00:00,0
2025-04-05T16:23:11.328431750+00:00,1
2025-04-05T16:23:11.328836917+00:00,0
2025-04-05T16:23:11.329299208+00:00,1
2025-04-05T16:23:11.330578542+00:00,0
2025-04-05T16:23:11.331041208+00:00,1
2025-04-05T16:23:11.331447083+00:00,0
2025-04-05T16:23:11.331910292+00:00,1
2025-04-05T16:23:11.333186583+00:00,0
2025-04-05T16:23:11.333650583+00:00,1
2025-04-05T16:23:11.334056833+00:00,0
2025-04-05T16:23:11.334518375+00:00,1
2025-04-05T16:23:11.335795208+00:00,0
2025-04-05T16:23:11.336259708+00:00,1
2025-04-05T16:23:11.336664750+00:00,0
2025-04-05T16:23:11.337128583+00:00,1
2025-04-05T16:23:11.337534625+00:00,0
2025-04-05T16:23:11.337996833+00:00,1
2025-04-05T16:23:11.339273083+00:00,0
2025-04-05T16:23:11.339738250+00:00,1
2025-04-05T16:23:11.340142875+00:00,0
2025-04-05T16:23:11.340605708+00:00,1
2025-04-05T16:23:11.341012625+00:00,0
2025-04-05T16:23:11.341473792+00:00,1
2025-04-05T16:23:11.341880542+00:00,0
2025-04-05T16:23:11.342341792+00:00,1
2025-04-05T16:23:11.342747958+00:00,0
2025-04-05T16:23:11.343210708+00:00,1
2025-04-05T16:23:11.343617292+00:00,0
2025-04-05T16:23:11.344079708+00:00,1
2025-04-05T16:23:11.345356792+00:00,0
2025-04-05T16:23:11.345820958+00:00,1
2025-04-05T16:23:11.347097792+00:00,0
2025-04-05T16:23:11.347561083+00:00,1
2025-04-05T16:23:11.348838542+00:00,0
2025-04-05T16:23:11.349303125+00:00,1
2025-04-05T16:23:11.350579625+00:00,0
2025-04-05T16:23:11.351042750+00:00,1
2025-04-05T16:23:11.352319917+00:00,0
2025-04-05T16:23:11.352784042+00:00,1
2025-04-05T16:23:11.353189333+00:00,0
2025-04-05T16:23:11.353652833+00:00,1
2025-04-05T16:23:11.354058167+00:00,0
2025-04-05T16:23:11.354521667+00:00,1
2025-04-05T16:23:11.355797708+00:00,0
2025-04-05T16:23:11.356261458+00:00,1
2025-04-05T16:23:11.357539250+00:00,0
2025-04-05T16:23:11.358002083+00:00,1
2025-04-05T16:23:11.359280375+00:00,0
2025-04-05T16:23:11.359741208+00:00,1
2025-04-05T16:23:11.360148958+00:00,0
2025-04-05T16:23:11.360612792+00:00,1
2025-04-05T16:23:11.361889500+00:00,0
2025-04-05T16:23:11.362353583+00:00,1
2025-04-05T16:23:11.363630292+00:00,0
2025-04-05T16:23:11.364094625+00:00,1
2025-04-05T16:23:11.364501542+00:00,0
2025-04-05T16:23:11.364961458+00:00,1
2025-04-05T16:23:11.365369250+00:00,0
2025-04-05T16:23:11.365832792+00:00,1
2025-04-05T16:23:11.440775792+00:00,0
2025-04-05T16:23:11.444291375+00:00,1
2025-04-05T16:23:11.446003083+00:00,0
2025-04-05T16:23:11.446468042+00:00,1
2025-04-05T16:23:11.446872917+00:00,0
2025-04-05T16:23:11.447336292+00:00,1
2025-04-05T16:23:11.447741708+00:00,0
2025-04-05T16:23:11.448205792+00:00,1
2025-04-05T16:23:11.449482042+00:00,0
2025-04-05T16:23:11.449946000+00:00,1
2025-04-05T16:23:11.451222708+00:00,0
2025-04-05T16:23:11.451685250+00:00,1
2025-04-05T16:23:11.452091458+00:00,0
2025-04-05T16:23:11.452554375+00:00,1
2025-04-05T16:23:11.453831917+00:00,0
2025-04-05T16:23:11.454295708+00:00,1
2025-04-05T16:23:11.454701208+00:00,0
2025-04-05T16:23:11.455164417+00:00,1
2025-04-05T16:23:11.455570500+00:00,0
2025-04-05T16:23:11.456032583+00:00,1
2025-04-05T16:23:11.456437792+00:00,0
2025-04-05T16:23:11.456901917+00:00,1
2025-04-05T16:23:11.458178500+00:00,0
2025-04-05T16:23:11.458642958+00:00,1
2025-04-05T16:23:11.459047792+00:00,0
2025-04-05T16:23:11.459511375+00:00,1
2025-04-05T16:23:11.459917667+00:00,0
2025-04-05T16:23:11.460379375+00:00,1
2025-04-05T16:23:11.461656542+00:00,0
2025-04-05T16:23:11.462121667+00:00,1
2025-04-05T16:23:11.462525875+00:00,0
2025-04-05T16:23:11.462989833+00:00,1
2025-04-05T16:23:11.464266792+00:00,0
2025-04-05T16:23:11.464730792+00:00,1
2025-04-05T16:23:11.465136833+00:00,0
2025-04-05T16:23:11.465599042+00:00,1
2025-04-05T16:23:11.466876042+00:00,0
2025-04-05T16:23:11.467341083+00:00,1
2025-04-05T16:23:11.467746333+00:00,0
2025-04-05T16:23:11.468207875+00:00,1
2025-04-05T16:23:11.468614333+00:00,0
2025-04-05T16:23:11.469077917+00:00,1
2025-04-05T16:23:11.470354458+00:00,0
2025-04-05T16:23:11.470817625+00:00,1
2025-04-05T16:23:11.471223917+00:00,0
2025-04-05T16:23:11.471688125+00:00,1
2025-04-05T16:23:11.472092583+00:00,0
2025-04-05T16:23:11.472555208+00:00,1
2025-04-05T16:23:11.472961083+00:00,0
2025-04-05T16:23:11.473424875+00:00,1
2025-04-05T16:23:11.473830708+00:00,0
2025-04-05T16:23:11.474292750+00:00,1
2025-04-05T16:23:11.474698958+00:00,0
2025-04-05T16:23:11.475161458+00:00,1
2025-04-05T16:23:11.476439000+00:00,0
2025-04-05T16:23:11.476902958+00:00,1
2025-04-05T16:23:11.478180083+00:00,0
2025-04-05T16:23:11.478643625+00:00,1
2025-04-05T16:23:11.479920917+00:00,0
2025-04-05T16:23:11.480384375+00:00,1
2025-04-05T16:23:11.481662375+00:00,0
2025-04-05T16:23:11.482125708+00:00,1
2025-04-05T16:23:11.483402875+00:00,0
2025-04-05T16:23:11.483867333+00:00,1
2025-04-05T16:23:11.484272542+00:00,0
2025-04-05T16:23:11.484734250+00:00,1
2025-04-05T16:23:11.485139875+00:00,0
2025-04-05T16:23:11.485602958+00:00,1
2025-04-05T16:23:11.486881750+00:00,0
2025-04-05T16:23:11.487344250+00:00,1
2025-04-05T16:23:11.488621292+00:00,0
2025-04-05T16:23:11.489085667+00:00,1
2025-04-05T16:23:11.490363167+00:00,0
2025-04-05T16:23:11.490826417+00:00,1
2025-04-05T16:23:11.491232375+00:00,0
2025-04-05T16:23:11.491694417+00:00,1
2025-04-05T16:23:11.492972375+00:00,0
2025-04-05T16:23:11.493436458+00:00,1
2025-04-05T16:23:11.494714292+00:00,0
2025-04-05T16:23:11.495176500+00:00,1
2025-04-05T16:23:11.495583125+00:00,0
2025-04-05T16:23:11.496043500+00:00,1
2025-04-05T16:23:11.496452500+00:00,0
2025-04-05T16:23:11.496915292+00:00,1
2025-04-05T16:23:11.571859417+00:00,0
2025-04-05T16:23:11.575374583+00:00,1
2025-04-05T16:23:11.577088417+00:00,0
2025-04-05T16:23:11.577548417+00:00,1
2025-04-05T16:23:11.577957542+00:00,0
2025-04-05T16:23:11.578419792+00:00,1
2025-04-05T16:23:11.578825958+00:00,0
2025-04-05T16:23:11.579287125+00:00,1
2025-04-05T16:23:11.580565833+00:00,0
2025-04-05T16:23:11.581026083+00:00,1
2025-04-05T16:23:11.582306542+00:00,0
2025-04-05T16:23:11.582768792+00:00,1
