Time [s],Channel 0
2025-04-05T16:24:43.668752800+00:00,1
2025-04-05T16:24:44.866604383+00:00,0
2025-04-05T16:24:44.870117550+00:00,1
2025-04-05T16:24:44.871831092+00:00,0
2025-04-05T16:24:44.872292800+00:00,1
2025-04-05T16:24:44.872702342+00:00,0
2025-04-05T16:24:44.873161758+00:00,1
2025-04-05T16:24:44.873569758+00:00,0
2025-04-05T16:24:44.874030175+00:00,1
2025-04-05T16:24:44.875311258+00:00,0
2025-04-05T16:24:44.875696967+00:00,1
2025-04-05T16:24:44.877051883+00:00,0
2025-04-05T16:24:44.877512217+00:00,1
2025-04-05T16:24:44.877921217+00:00,0
2025-04-05T16:24:44.878379092+00:00,1
2025-04-05T16:24:44.879661258+00:00,0
2025-04-05T16:24:44.880119133+00:00,1
2025-04-05T16:24:44.880531300+00:00,0
2025-04-05T16:24:44.880990675+00:00,1
2025-04-05T16:24:44.881400467+00:00,0
2025-04-05T16:24:44.881860175+00:00,1
2025-04-05T16:24:44.882268550+00:00,0
2025-04-05T16:24:44.882653717+00:00,1
2025-04-05T16:24:44.884008175+00:00,0
2025-04-05T16:24:44.884469675+00:00,1
2025-04-05T16:24:44.884879175+00:00,0
2025-04-05T16:24:44.885339008+00:00,1
2025-04-05T16:24:44.885745383+00:00,0
2025-04-05T16:24:44.886131675+00:00,1
2025-04-05T16:24:44.887487258+00:00,0
2025-04-05T16:24:44.887945175+00:00,1
2025-04-05T16:24:44.888356300+00:00,0
2025-04-05T16:24:44.888817133+00:00,1
2025-04-05T16:24:44.890096800+00:00,0
2025-04-05T16:24:44.890558175+00:00,1
2025-04-05T16:24:44.890966175+00:00,0
2025-04-05T16:24:44.891424383+00:00,1
2025-04-05T16:24:44.892707217+00:00,0
2025-04-05T16:24:44.893166258+00:00,1
2025-04-05T16:24:44.893576217+00:00,0
2025-04-05T16:24:44.894036508+00:00,1
2025-04-05T16:24:44.894444925+00:00,0
2025-04-05T16:24:44.894902758+00:00,1
2025-04-05T16:24:44.896185133+00:00,0
2025-04-05T16:24:44.896646508+00:00,1
2025-04-05T16:24:44.897925508+00:00,0
2025-04-05T16:24:44.898387092+00:00,1
2025-04-05T16:24:44.899667383+00:00,0
2025-04-05T16:24:44.900124175+00:00,1
2025-04-05T16:24:44.900535383+00:00,0
2025-04-05T16:24:44.900996467+00:00,1
2025-04-05T16:24:44.901403842+00:00,0
2025-04-05T16:24:44.901865467+00:00,1
2025-04-05T16:24:44.902272217+00:00,0
2025-04-05T16:24:44.902733175+00:00,1
2025-04-05T16:24:44.903141842+00:00,0
2025-04-05T16:24:44.903602633+00:00,1
2025-04-05T16:24:44.904881508+00:00,0
2025-04-05T16:24:44.905344050+00:00,1
2025-04-05T16:24:44.906622883+00:00,0
2025-04-05T16:24:44.907084508+00:00,1
2025-04-05T16:24:44.908363425+00:00,0
2025-04-05T16:24:44.908825217+00:00,1
2025-04-05T16:24:44.909232383+00:00,0
2025-04-05T16:24:44.909694800+00:00,1
2025-04-05T16:24:44.910973467+00:00,0
2025-04-05T16:24:44.911434217+00:00,1
2025-04-05T16:24:44.912714092+00:00,0
2025-04-05T16:24:44.913176217+00:00,1
2025-04-05T16:24:44.914455258+00:00,0
